,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,add_wy,tau_dr,tau_ols,tau_ols_ps,mul_tau_dr,mul_tau_ols,mul_tau_ols_ps,dcor_zhat,dcor_zhat_mul
97,lrmf,1000,3,100,0.1,0,3,10,0.1,glm,707,False,False,0.9314820715981591,0.9355297168331117,0.9058735648117988,1.0541952372319332,1.0541475984779733,1.0540983033121936,0.4077890629993536,0.3430535574944947
98,lrmf,1000,3,5,0.3,0,3,10,0.1,glm,240,False,False,1.1014308491811804,1.1036917411586629,1.1045658382099646,1.1054261877931806,1.1054381800801736,1.1053870695223713,0.31070728922425866,0.10286118775849068
99,lrmf,1000,3,100,0.3,0,3,10,0.1,glm,734,False,False,0.9688985391274937,0.9687058908003472,0.9696470291116519,1.0527960169604014,1.0527787094048353,1.0527525590409603,0.41230410493997893,0.34720901485852385
100,lrmf,1000,3,5,0.1,0,3,400,0.1,glm,370,False,False,0.8488865822026546,0.8482446019659133,0.8473935940387185,0.9113046146305799,0.909882956379698,0.9098126212103952,0.7886474243167794,0.6371016221968197
101,lrmf,1000,3,100,0.1,0,3,400,0.1,glm,1008,False,False,1.000917645604554,1.0014434499588825,0.9988345259848728,1.001118169872636,1.0016586756759285,0.998844249253954,0.9895897680031285,0.9831953062411596
102,lrmf,1000,3,5,0.3,0,3,400,0.1,glm,420,False,False,0.8549918278421412,0.8533146443874084,0.852792368424633,0.9089009327563258,0.9076531647520896,0.9074865950386797,0.7855633002677821,0.6396228374088766
103,lrmf,1000,3,100,0.3,0,3,400,0.1,glm,1106,False,False,0.9983212282666316,0.9989855417574812,0.9971267842691778,0.9999713478569885,1.0002876191886474,0.9982843750436746,0.9900453601242023,0.9834634477842529
104,lrmf,1000,3,5,0.1,0,3,10,1,glm,243,False,False,1.0194324975195976,1.011687307453518,1.0112687904259419,1.0783308069432809,1.0720511184796644,1.072086536850704,0.6796784884539219,0.4732781985558335
105,lrmf,1000,3,100,0.1,0,3,10,1,glm,615,False,False,0.9941313744332178,0.996382399542145,0.9936703007898848,0.9957085224690536,0.9968830426632738,0.9939289529071864,0.9879853974707616,0.9812779124267459
106,lrmf,1000,3,5,0.3,0,3,10,1,glm,337,False,False,0.8876359581328673,0.8819544650980381,0.8799174074954452,1.0732572065921557,1.067488401303279,1.0673574345368095,0.6891931098246771,0.46951667575262107
107,lrmf,1000,3,100,0.3,0,3,10,1,glm,852,False,False,0.9980859649822239,1.0019201137321951,0.9965298134005822,1.0001594423067997,1.0030756278987678,0.9976965899078658,0.9880596193404414,0.9813931493968795
108,lrmf,1000,3,5,0.1,0,3,400,1,glm,383,False,False,0.8809856344500149,0.8817584236265061,0.8807817309064767,0.9006198748379975,0.8972596784935313,0.8969373128552971,0.8222056716011089,0.71027211627778
109,lrmf,1000,3,100,0.1,0,3,400,1,glm,1204,False,False,0.9969335803490216,1.0030023426844852,0.9981309600401017,0.9983856874116784,1.003370950029756,0.9988523393098708,0.9871854231773343,0.9824225469386824
110,lrmf,1000,3,5,0.3,0,3,400,1,glm,389,False,False,0.9075830362668049,0.8977458224166405,0.8959378743694764,0.9120778512603787,0.9032261970901679,0.9025507464553884,0.8088624667214869,0.710598756838147
111,lrmf,1000,3,100,0.3,0,3,400,1,glm,1217,False,False,0.9980213939659887,1.0023862779987354,0.9973767114799512,1.0000737593392903,1.0034199066787968,0.998472175141375,0.9864650480116604,0.9820382741426585
112,lrmf,1000,3,5,0.1,0,3,10,10,glm,270,False,False,0.8330553135556451,0.8305774676218074,0.8306108001704127,0.9494648445770654,0.9429329925564025,0.9425047275648297,0.8005607051413166,0.6159252802260533
113,lrmf,1000,3,100,0.1,0,3,10,10,glm,847,False,False,0.9925921838231834,0.9992099076320534,0.9982592056817023,0.9969227478316267,1.000880573581895,0.9997642196325852,0.9881909937295665,0.9819984446638301
114,lrmf,1000,3,5,0.3,0,3,10,10,glm,365,False,False,0.8399226310180856,0.8306321413587913,0.8304700861900532,0.9549183715157104,0.9490637530612136,0.9484052903544068,0.8010078413941714,0.6176268885546007
115,lrmf,1000,3,100,0.3,0,3,10,10,glm,711,False,False,0.9939398495994538,0.9954811385874505,0.9922677417758377,0.992867255537767,0.9937121407340858,0.990072047307254,0.9811811378809357,0.9747873247585247
116,lrmf,1000,3,5,0.1,0,3,400,10,glm,369,False,False,0.8083108072439895,0.8186549839316678,0.8170933631874031,0.8541068230511667,0.8576157717312544,0.8565990435071293,0.795719213783827,0.6962568964819272
