,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,m,tau_dr,tau_ols,tau_ols_ps
224,lrmf,1000,3,5,0.3,7,3,602,1,glm,1,False,10,0.8642632983440048,0.8749421865361988,0.8722577750122464
225,lrmf,1000,3,100,0.3,7,3,602,1,glm,145,False,10,0.9741028145154986,1.0113219210354796,1.0134187589766477
226,lrmf,1000,3,5,0,7,3,602,1,glm,1,False,10,0.8644719407666421,0.8751365087574585,0.8723501216380807
227,lrmf,1000,3,100,0,7,3,602,1,glm,146,False,10,0.9750821277659064,1.012098477230483,1.0146629667476794
228,lrmf,1000,3,5,0.1,8,3,602,1,glm,1,False,10,0.8276771192392685,0.8348441387679802,0.8368952087928576
229,lrmf,1000,3,100,0.1,8,3,602,1,glm,136,False,10,1.0281213404228988,1.0236674506684926,1.0211529037617226
230,lrmf,1000,3,5,0.3,8,3,602,1,glm,1,False,10,0.8276771192392685,0.8348441387679802,0.8368952087928576
231,lrmf,1000,3,100,0.3,8,3,602,1,glm,135,False,10,1.0281213404228988,1.0236674506684926,1.0211529037617226
232,lrmf,1000,3,5,0,8,3,602,1,glm,1,False,10,0.8292473093977316,0.8345954654929777,0.8366293860748689
233,lrmf,1000,3,100,0,8,3,602,1,glm,138,False,10,1.026554341230063,1.020662988666438,1.0177571848850773
234,lrmf,1000,3,5,0.1,9,3,602,1,glm,1,False,10,0.8848594111305014,0.9007041178404561,0.8958076798571156
235,lrmf,1000,3,100,0.1,9,3,602,1,glm,150,False,10,0.9894476447222228,0.9896354340686122,0.9941548777049025
236,lrmf,1000,3,5,0.3,9,3,602,1,glm,1,False,10,0.8848594111305014,0.9007041178404561,0.8958076798571156
237,lrmf,1000,3,100,0.3,9,3,602,1,glm,145,False,10,0.9894476447222228,0.9896354340686122,0.9941548777049025
238,lrmf,1000,3,5,0,9,3,602,1,glm,1,False,10,0.8863969336926261,0.9008817769779313,0.8958652561684955
239,lrmf,1000,3,100,0,9,3,602,1,glm,147,False,10,0.9942121357989375,0.9913395424288302,0.9964411672422099
